priority,image_path,candidate_class,ocr_text,ocr_confidence,provisional_bbox,normalized_yolo,reason,review_status,source_repo,sha256
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/69.PNG,MRP,Total Sugars Og,0.9536,"[[43.0, 471.0], [117.0, 471.0], [117.0, 482.0], [43.0, 482.0]]","[0.35398230088495575, 0.6518467852257182, 0.3274336283185841, 0.015047879616963064]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,0c3be5948f4bb13aa3a795f688ed9a157cb192ee43ba622aafc14f18bfac0690
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/69.PNG,MRP,Includes Og Added Sugars 0%,0.9811,"[[53.0, 486.0], [197.0, 486.0], [197.0, 499.0], [53.0, 499.0]]","[0.5530973451327433, 0.673734610123119, 0.6371681415929203, 0.017783857729138167]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,0c3be5948f4bb13aa3a795f688ed9a157cb192ee43ba622aafc14f18bfac0690
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/70.PNG,MRP,Total Sugars 6g,0.9584,"[[330.0, 325.0], [414.0, 316.0], [416.0, 337.0], [332.0, 347.0]]","[0.8161925601750547, 0.48323615160349853, 0.18818380743982493, 0.04518950437317784]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ecf5e1daf64a72f89f5e337da0d84c35a0dbedab2f32b2058918bddeb35fc487
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/70.PNG,MRP,Incl.Og Added Sugars,0.8395,"[[340.0, 348.0], [429.0, 337.0], [431.0, 359.0], [342.0, 369.0]]","[0.8435448577680525, 0.5145772594752187, 0.19912472647702406, 0.04664723032069971]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ecf5e1daf64a72f89f5e337da0d84c35a0dbedab2f32b2058918bddeb35fc487
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/71.PNG,MRP,Total Sugars Og,0.9375,"[[464.0, 139.0], [637.0, 141.0], [637.0, 164.0], [464.0, 162.0]]","[0.7808510638297872, 0.44298245614035087, 0.2453900709219858, 0.07309941520467836]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,0861ce08205df3c7f1443efd5e8dc03ca3d704b2d7e21f2008fec5e66b6d6624
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/71.PNG,MRP,Inc.Og Added Sugars O%,0.9429,"[[463.0, 172.0], [657.0, 172.0], [657.0, 192.0], [463.0, 192.0]]","[0.7943262411347518, 0.5321637426900585, 0.275177304964539, 0.05847953216374269]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,0861ce08205df3c7f1443efd5e8dc03ca3d704b2d7e21f2008fec5e66b6d6624
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/74.PNG,MRP,Total Sugars<1g,0.9767,"[[26.0, 239.0], [120.0, 240.0], [120.0, 254.0], [26.0, 253.0]]","[0.36683417085427134, 0.3372093023255814, 0.4723618090452261, 0.02051983584131327]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,243e709b7a4983ac061716680dd79a97e1b3bcebf9b06190f63d8251fb2d6cbe
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/74.PNG,MRP,Glycol Mono And Diesters Of Fats And,0.958,"[[10.0, 547.0], [180.0, 545.0], [180.0, 556.0], [10.0, 558.0]]","[0.47738693467336685, 0.7544459644322845, 0.8542713567839196, 0.017783857729138167]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,243e709b7a4983ac061716680dd79a97e1b3bcebf9b06190f63d8251fb2d6cbe
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/75.PNG,MRP,Total Sugars,0.9603,"[[37.0, 421.0], [102.0, 432.0], [99.0, 450.0], [34.0, 439.0]]","[0.1654501216545012, 0.637628111273792, 0.1654501216545012, 0.0424597364568082]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ec8161a35d3886b55d187787f6cf2043d689e1a9725705517fac444dc33fe3ea
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/75.PNG,MRP,Incl.Added Sugars,0.9088,"[[40.0, 444.0], [145.0, 459.0], [142.0, 481.0], [37.0, 466.0]]","[0.22141119221411193, 0.6771595900439239, 0.26277372262773724, 0.05417276720351391]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ec8161a35d3886b55d187787f6cf2043d689e1a9725705517fac444dc33fe3ea
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/76.PNG,MRP,Total Sugars Og,0.9577,"[[153.0, 407.0], [240.0, 412.0], [239.0, 429.0], [151.0, 424.0]]","[0.38484251968503935, 0.6147058823529412, 0.17519685039370078, 0.03235294117647059]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ae2bb8a2c24fed861c9df54661f4719bec9e591bebd50b96205a7ca933d02804
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/76.PNG,MRP,Includes Og Added Sugars,0.9663,"[[166.0, 429.0], [318.0, 432.0], [317.0, 449.0], [166.0, 446.0]]","[0.4763779527559055, 0.6455882352941177, 0.2992125984251969, 0.029411764705882353]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ae2bb8a2c24fed861c9df54661f4719bec9e591bebd50b96205a7ca933d02804
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/78.PNG,NET_QUANTITY,NET WT5.0702144,0.7349,"[[257.0, 415.0], [329.0, 408.0], [330.0, 422.0], [259.0, 429.0]]","[0.7826666666666666, 0.9446952595936795, 0.19466666666666665, 0.04740406320541761]",Matched NET_QUANTITY regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,373b65bb826389b976016ab42de7d3e1668da5df385069eb69e44e7b914d0073
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/80.PNG,PACKER,Our pickles are hand packed and,0.999,"[[50.0, 315.0], [329.0, 315.0], [329.0, 339.0], [50.0, 339.0]]","[0.4386574074074074, 0.4823008849557522, 0.6458333333333334, 0.035398230088495575]",Matched PACKER regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,fb95e9cdc3d5f72ec1c08a2387b18dbed20ba397074f37bdafbcf47d7e4143c4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/81.PNG,MRP,Total Sugars Og,0.9438,"[[33.0, 282.0], [114.0, 282.0], [114.0, 296.0], [33.0, 296.0]]","[0.09919028340080972, 0.4624, 0.10931174089068826, 0.0224]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,5e6d8567507b43a185effc05538bcfa5633a6b120438097565bff6591f50afbe
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/81.PNG,MRP,Includes Og Added Sugars,0.9717,"[[39.0, 300.0], [177.0, 300.0], [177.0, 313.0], [39.0, 313.0]]","[0.145748987854251, 0.4904, 0.1862348178137652, 0.0208]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,5e6d8567507b43a185effc05538bcfa5633a6b120438097565bff6591f50afbe
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/81.PNG,MANUFACTURER,MANUFACTURED FOR DISTRIBUTION BY:,0.9608,"[[29.0, 472.0], [213.0, 474.0], [213.0, 486.0], [29.0, 484.0]]","[0.1632928475033738, 0.7664, 0.2483130904183536, 0.0224]",Matched MANUFACTURER regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,5e6d8567507b43a185effc05538bcfa5633a6b120438097565bff6591f50afbe
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/82.PNG,MRP,Total Sugars 15g,0.9768,"[[265.0, 173.0], [402.0, 175.0], [401.0, 203.0], [265.0, 201.0]]","[0.6063636363636363, 0.29559748427672955, 0.24909090909090909, 0.04716981132075472]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,c263dd7029b8d2ef2d8638479fc3865bf5f094219ed1cbd4e254019c027140b7
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/82.PNG,MRP,Includes 10g Added Sugars 20%,0.9652,"[[280.0, 212.0], [493.0, 209.0], [494.0, 232.0], [280.0, 236.0]]","[0.7036363636363636, 0.3498427672955975, 0.3890909090909091, 0.04245283018867924]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,c263dd7029b8d2ef2d8638479fc3865bf5f094219ed1cbd4e254019c027140b7
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/83.PNG,MRP,Toral Sugars 2p,0.8085,"[[29.0, 376.0], [68.0, 378.0], [67.0, 390.0], [28.0, 387.0]]","[0.13333333333333333, 0.5379213483146067, 0.1111111111111111, 0.019662921348314606]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,718dcd15993de30ef9a5d80bd5893f1cfc14cc4fb14d4ea23a3d4056047f2aea
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/83.PNG,MRP,ncl. Og Adoet Sugars,0.7991,"[[33.0, 386.0], [90.0, 388.0], [90.0, 399.0], [33.0, 396.0]]","[0.17083333333333334, 0.5512640449438202, 0.15833333333333333, 0.018258426966292134]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,718dcd15993de30ef9a5d80bd5893f1cfc14cc4fb14d4ea23a3d4056047f2aea
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/83.PNG,MRP,bebeeen mik tom rsos/S nated ant,0.6827,"[[211.0, 420.0], [301.0, 420.0], [301.0, 430.0], [211.0, 430.0]]","[0.7111111111111111, 0.5969101123595506, 0.25, 0.014044943820224719]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,718dcd15993de30ef9a5d80bd5893f1cfc14cc4fb14d4ea23a3d4056047f2aea
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/83.PNG,MRP,TRY SOME OF OUR OTHER FLAVORS,0.9051,"[[230.0, 463.0], [353.0, 466.0], [353.0, 480.0], [230.0, 476.0]]","[0.8097222222222222, 0.6622191011235955, 0.3416666666666667, 0.023876404494382022]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,718dcd15993de30ef9a5d80bd5893f1cfc14cc4fb14d4ea23a3d4056047f2aea
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/83.PNG,MRP,"ymes), Lactic Acid, Natural Favors, Arnatto",0.8545,"[[34.0, 517.0], [149.0, 517.0], [149.0, 527.0], [34.0, 527.0]]","[0.25416666666666665, 0.7331460674157303, 0.3194444444444444, 0.014044943820224719]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,718dcd15993de30ef9a5d80bd5893f1cfc14cc4fb14d4ea23a3d4056047f2aea
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/83.PNG,MRP,odant to prseng reshness),0.7304,"[[34.0, 531.0], [112.0, 532.0], [111.0, 542.0], [34.0, 541.0]]","[0.20277777777777778, 0.7535112359550562, 0.21666666666666667, 0.01544943820224719]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,718dcd15993de30ef9a5d80bd5893f1cfc14cc4fb14d4ea23a3d4056047f2aea
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/84.PNG,MRP,Total Sugars/Azucares Totales Og,0.9005,"[[21.0, 215.0], [124.0, 216.0], [124.0, 227.0], [21.0, 226.0]]","[0.34523809523809523, 0.3911504424778761, 0.49047619047619045, 0.021238938053097345]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,e582fc2b17f9c7075c1051e0a6ea49ee483c868fe2693013857393fab0b3ac95
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/84.PNG,MRP,roes o Aded SugarsIncye Og azicares afados 0%,0.7278,"[[25.0, 225.0], [191.0, 226.0], [191.0, 239.0], [25.0, 238.0]]","[0.5142857142857142, 0.41061946902654867, 0.7904761904761904, 0.024778761061946902]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,e582fc2b17f9c7075c1051e0a6ea49ee483c868fe2693013857393fab0b3ac95
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/85.PNG,MRP,he most unique home-made flavors that can be found,0.982,"[[0.0, 238.0], [269.0, 237.0], [269.0, 250.0], [0.0, 251.0]]","[0.30778032036613273, 0.33242506811989103, 0.6155606407322655, 0.01907356948228883]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8ef04def2a56bb627afa35f80613c6a277a87d00c0fc5cf51e222e85e85b655b
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/85.PNG,MRP,Sugars Og,0.9567,"[[297.0, 329.0], [339.0, 329.0], [339.0, 343.0], [297.0, 343.0]]","[0.7276887871853547, 0.45776566757493187, 0.09610983981693363, 0.01907356948228883]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8ef04def2a56bb627afa35f80613c6a277a87d00c0fc5cf51e222e85e85b655b
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/85.PNG,MRP,"hundreds of years later, Xochitl uses a",0.9482,"[[35.0, 356.0], [231.0, 354.0], [231.0, 367.0], [35.0, 369.0]]","[0.30434782608695654, 0.4925068119891008, 0.448512585812357, 0.020435967302452316]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8ef04def2a56bb627afa35f80613c6a277a87d00c0fc5cf51e222e85e85b655b
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/85.PNG,MRP,We care for our customers and their,0.9815,"[[43.0, 469.0], [238.0, 469.0], [238.0, 482.0], [43.0, 482.0]]","[0.32151029748283755, 0.6478201634877384, 0.4462242562929062, 0.017711171662125342]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8ef04def2a56bb627afa35f80613c6a277a87d00c0fc5cf51e222e85e85b655b
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/85.PNG,MANUFACTURER,MANUFACTURED BY:,0.9492,"[[312.0, 577.0], [394.0, 574.0], [394.0, 585.0], [312.0, 587.0]]","[0.8077803203661327, 0.7908719346049047, 0.18764302059496568, 0.017711171662125342]",Matched MANUFACTURER regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8ef04def2a56bb627afa35f80613c6a277a87d00c0fc5cf51e222e85e85b655b
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/86.PNG,MRP,Serving size 19 crackers (30g),0.9487,"[[31.0, 72.0], [206.0, 72.0], [206.0, 85.0], [31.0, 85.0]]","[0.4896694214876033, 0.10288335517693316, 0.7231404958677686, 0.01703800786369594]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,625e1d094b8201f832e84e0538689f015dfa906760ae7b40d468e543237ce071
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/86.PNG,MRP,Total Sugars Og,0.9685,"[[38.0, 272.0], [107.0, 272.0], [107.0, 286.0], [38.0, 286.0]]","[0.29958677685950413, 0.3656618610747051, 0.28512396694214875, 0.01834862385321101]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,625e1d094b8201f832e84e0538689f015dfa906760ae7b40d468e543237ce071
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/86.PNG,MRP,Includes Og Added Sugars,0.9849,"[[44.0, 289.0], [160.0, 290.0], [160.0, 304.0], [44.0, 303.0]]","[0.4214876033057851, 0.3885976408912189, 0.4793388429752066, 0.019659239842726082]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,625e1d094b8201f832e84e0538689f015dfa906760ae7b40d468e543237ce071
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/86.PNG,MRP,SALT.NATURAL FLAVORS (CONTAINS MILK),0.9357,"[[27.0, 469.0], [210.0, 470.0], [210.0, 483.0], [27.0, 482.0]]","[0.4896694214876033, 0.6238532110091743, 0.756198347107438, 0.01834862385321101]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,625e1d094b8201f832e84e0538689f015dfa906760ae7b40d468e543237ce071
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/86.PNG,MRP,DISTRIBUTED BY BLUE DIAMOND GROWERS,0.945,"[[28.0, 497.0], [200.0, 497.0], [200.0, 510.0], [28.0, 510.0]]","[0.47107438016528924, 0.6598951507208388, 0.7107438016528925, 0.01703800786369594]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,625e1d094b8201f832e84e0538689f015dfa906760ae7b40d468e543237ce071
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,From the first moment people were hooked,0.9511,"[[295.0, 155.0], [468.0, 156.0], [468.0, 170.0], [295.0, 169.0]]","[0.7422178988326849, 0.22321428571428573, 0.33657587548638135, 0.020604395604395604]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,on the vibrant flavors and delectable,0.9623,"[[308.0, 171.0], [457.0, 170.0], [457.0, 184.0], [308.0, 185.0]]","[0.7441634241245136, 0.2438186813186813, 0.2898832684824903, 0.020604395604395604]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,and diverse root vegetables from a select,0.9668,"[[301.0, 203.0], [465.0, 203.0], [465.0, 217.0], [301.0, 217.0]]","[0.745136186770428, 0.28846153846153844, 0.31906614785992216, 0.019230769230769232]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,Total Sugars 5g,0.9318,"[[42.0, 224.0], [102.0, 224.0], [102.0, 234.0], [42.0, 234.0]]","[0.14007782101167315, 0.31456043956043955, 0.11673151750972763, 0.013736263736263736]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,group of farmcrs.Today.the intimate,0.9419,"[[309.0, 219.0], [459.0, 219.0], [459.0, 231.0], [309.0, 231.0]]","[0.7470817120622568, 0.3090659340659341, 0.2918287937743191, 0.016483516483516484]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,Includes Og Added Sugars,0.952,"[[48.0, 235.0], [156.0, 234.0], [156.0, 248.0], [48.0, 249.0]]","[0.19844357976653695, 0.3317307692307692, 0.21011673151750973, 0.020604395604395604]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,over 20 different varieties and flavors,0.9522,"[[308.0, 248.0], [461.0, 250.0], [461.0, 264.0], [308.0, 262.0]]","[0.7480544747081712, 0.3516483516483517, 0.29766536964980544, 0.02197802197802198]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,Seed Savers,0.9527,"[[355.0, 548.0], [463.0, 548.0], [463.0, 565.0], [355.0, 565.0]]","[0.7957198443579766, 0.7644230769230769, 0.21011673151750973, 0.023351648351648352]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/87.PNG,MRP,rSe S xch-t,0.6518,"[[349.0, 593.0], [464.0, 590.0], [464.0, 603.0], [350.0, 605.0]]","[0.7908560311284046, 0.8207417582417582, 0.2237354085603113, 0.020604395604395604]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,08baed3110ff116a59c6cd83706a1398d507b0612ba5668a3a394616d06883a4
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/88.PNG,MRP,ugars 10,0.9109,"[[312.0, 241.0], [335.0, 241.0], [335.0, 248.0], [312.0, 248.0]]","[0.6868365180467091, 0.3698940998487141, 0.04883227176220807, 0.01059001512859304]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,46bf97652597d10ae494e19f2cee5f70bcca4b2ec72f43eb272ecaf8dd420fbd
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/88.PNG,MRP,PRGANIC BELL PEPPERS ANC,0.8074,"[[308.0, 329.0], [382.0, 329.0], [382.0, 335.0], [308.0, 335.0]]","[0.732484076433121, 0.5022692889561271, 0.15711252653927812, 0.009077155824508321]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,46bf97652597d10ae494e19f2cee5f70bcca4b2ec72f43eb272ecaf8dd420fbd
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/88.PNG,MRP,"Asfifth generation farmers, our roots.",0.949,"[[60.0, 373.0], [247.0, 368.0], [247.0, 382.0], [60.0, 387.0]]","[0.32590233545647557, 0.5711043872919819, 0.3970276008492569, 0.028744326777609682]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,46bf97652597d10ae494e19f2cee5f70bcca4b2ec72f43eb272ecaf8dd420fbd
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/88.PNG,MRP,SWEETENERS.NATURALLTE,0.9596,"[[290.0, 450.0], [411.0, 438.0], [413.0, 452.0], [291.0, 464.0]]","[0.7462845010615711, 0.6822995461422088, 0.2611464968152866, 0.039334341906202726]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,46bf97652597d10ae494e19f2cee5f70bcca4b2ec72f43eb272ecaf8dd420fbd
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/89.PNG,MRP,"late summer corn, bursting with",0.9589,"[[54.0, 319.0], [256.0, 320.0], [256.0, 334.0], [54.0, 333.0]]","[0.30876494023904383, 0.44421768707482995, 0.40239043824701193, 0.02040816326530612]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,1cf3e5bde7998051dd16f5e42b257d01d58dfeac938a886108abafdaa1579ce7
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/89.PNG,MRP,Total Sugars 7g,0.9789,"[[302.0, 333.0], [389.0, 333.0], [389.0, 347.0], [302.0, 347.0]]","[0.6882470119521913, 0.46258503401360546, 0.17330677290836655, 0.01904761904761905]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,1cf3e5bde7998051dd16f5e42b257d01d58dfeac938a886108abafdaa1579ce7
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/89.PNG,MRP,Includes Og Added Sugars,0.9797,"[[316.0, 349.0], [442.0, 347.0], [442.0, 361.0], [316.0, 363.0]]","[0.7549800796812749, 0.48299319727891155, 0.250996015936255, 0.021768707482993196]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,1cf3e5bde7998051dd16f5e42b257d01d58dfeac938a886108abafdaa1579ce7
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/89.PNG,MRP,"that were fresh, wholesome and bursting",0.986,"[[68.0, 498.0], [247.0, 508.0], [247.0, 522.0], [67.0, 512.0]]","[0.31274900398406374, 0.6938775510204082, 0.35856573705179284, 0.0326530612244898]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,1cf3e5bde7998051dd16f5e42b257d01d58dfeac938a886108abafdaa1579ce7
